https://github.com/neowutran/TeraDpsMeterData/blob/master/hotdot/hotdot-TW.tsv

90442301	Immune	Buff	True	16	0	0	0	震怒的暴風 - 施展			巴哈勒由於震怒正在凝聚火神之力。	icon_status.wrathstormcasting_tex	icon_status.wrathstormcasting_tex	True
90442301	StackCounter	Buff	True	seta	0	0	90442302	震怒的暴風 - 施展			巴哈勒由於震怒正在凝聚火神之力。	icon_status.wrathstormcasting_tex	icon_status.wrathstormcasting_tex	True
90442301	StatusImmune	Buff	True	swch	0	0	0	震怒的暴風 - 施展			巴哈勒由於震怒正在凝聚火神之力。	icon_status.wrathstormcasting_tex	icon_status.wrathstormcasting_tex	True
90442303	DelayedEffect	Buff	True	swch	5000	0	90442300	震怒的暴風 - 完成			巴哈勒的震怒已準備把一切都燃燒殆盡!	icon_status.wrathstormcompleted_tex	icon_status.wrathstormcompleted_tex	True
90442303	Immune	Buff	True	16	5000	0	0	震怒的暴風 - 完成			巴哈勒的震怒已準備把一切都燃燒殆盡!	icon_status.wrathstormcompleted_tex	icon_status.wrathstormcompleted_tex	True
90442303	StatusImmune	Buff	True	swch	5000	0	0	震怒的暴風 - 完成			巴哈勒的震怒已準備把一切都燃燒殆盡!	icon_status.wrathstormcompleted_tex	icon_status.wrathstormcompleted_tex	True
90442304	DelayedEffect	Buff	True	swch	12000	0	90442300	震怒的暴風 - 弱化			保護巴哈勒的力量已解除!以暈眩技能阻止震怒的暴風施展。	icon_skills.finalblow_tex	icon_skills.finalblow_tex	True
90442502	335	Debuff	True	swch	0	0	0	死亡烙印			巴哈勒巨大的力量正在注視著你。請多加小心!	icon_status.aura_of_damage_tex	icon_status.aura_of_damage_tex	True
90442600	StackCounter	Buff	True	swch	0	0	90442601	燃燒的復仇之力			朝向鐵達時的巴哈勒復仇已完成。一旦復仇完成無論是誰都無法阻止。	icon_skills.berserk_tex	icon_skills.berserk_tex	True
90442601	Power	Buff	True	perc	0	0	10	已完成的巴哈勒復仇			巴哈勒的力量已完美的恢復!	icon_status.baharrforce_tex	icon_status.baharrforce_tex	True
90442601	Endurance	Buff	True	perc	0	0	5	已完成的巴哈勒復仇			巴哈勒的力量已完美的恢復!	icon_status.baharrforce_tex	icon_status.baharrforce_tex	True
90442601	ASpd	Buff	True	perc	0	0	1.5	已完成的巴哈勒復仇			巴哈勒的力量已完美的恢復!	icon_status.baharrforce_tex	icon_status.baharrforce_tex	True
